Story Date,Story URL,Headline,Claim URL,Claimed By,What (Claim),About Subject,About Person,Language,Image
6th Sep 2023,https://www.vishvasnews.com/punjabi/viral/fact-check-this-video-of-people-injecting-vegetables-is-not-real-but-scripted/,Fact Check: ਸਬਜ਼ੀਆਂ ਨੂੰ ਇੰਜੈਕਸ਼ਨ ਲਗਾਉਂਦੇ ਲੋਕਾਂ ਦਾ ਇਹ ਵੀਡੀਓ ਅਸਲ ਨਹੀਂ ਸਕ੍ਰਿਪਟਿਡ ਹੈ,https://www.facebook.com/punjabharpalnews/videos/824811162532831/,Punjab Har Pal News,ਸਬਜ਼ੀਆਂ ਨੂੰ ਜਲਦੀ ਵੱਡਾ ਕਰਨ ਲਈ ਇੰਜੈਕਸ਼ਨ ਲਾਉਂਦੇ ਲੋਕ।,Health,No,Hindi,
3rd May 2023,https://www.vishvasnews.com/punjabi/viral/fact-check-this-video-of-people-showing-black-flags-to-cm-bhagwant-mann-is-from-bathinda-it-has-nothing-to-do-with-jalandhar-jimni-choun/,"Fact Check: ਸੀਐਮ ਭਗਵੰਤ ਮਾਨ ਨੂੰ ਕਾਲੀਆਂ ਝੰਡੀਆਂ ਦਿਖਾਉਂਦੇ ਲੋਕਾਂ ਦੀ ਇਹ ਵੀਡੀਓ ਬਠਿੰਡਾ ਦੀ ਹੈ,ਇਸਦਾ ਜਲੰਧਰ ਜਿਮਨੀ ਚੌਣ ਨਾਲ ਕੋਈ ਸੰਬੰਧ ਨਹੀਂ ਹੈ",https://www.facebook.com/watch/?v=222793540374077,Congress Lover,ਜਲੰਧਰ ਚੋਣ ਪ੍ਰਚਾਰ ਦੌਰਾਨ ਸਿੱਖ ਜਥੇਬੰਦੀਆਂ ਨੇ ਭਜਾਇਆ ਭਗਵੰਤ ਮਾਨ।,AAP Party,Bhagwant Mann,Hindi,
25th May 2023,https://www.vishvasnews.com/punjabi/viral/fact-check-this-video-of-police-officers-playing-bhompu-in-boys-ears-is-from-jabalpur-not-from-rajasthan/,"Fact Check : ਨੌਜਵਾਨਾਂ ਦੇ ਕੰਨਾਂ ‘ਚ ਭੋਂਪੂ ਵਜਾਉਂਦੇ ਪੁਲਿਸ ਮੁਲਾਜਮਾਂ ਦਾ ਇਹ ਵੀਡੀਓ ਜਬਲਪੁਰ ਦਾ ਹੈ, ਰਾਜਸਥਾਨ ਦਾ ਨਹੀਂ",https://www.facebook.com/iamjagdeeep/videos/3459935837607662,Jagda deep ਜਗਦਾ ਦੀਪ,"ਰਾਜਸਥਾਨ ਪੁਲਿਸ ਨੇ ਅਨੋਖੇ ਤਰੀਕੇ ਨਾਲ ਦਿਤੀ ਸਜ਼ਾ, ਕੰਨਾਂ \'ਚ ਬਜਵਾਏ ਭੋਂਪੂ।",NA,NA,Hindi,
20th Apr 2023,https://www.vishvasnews.com/punjabi/viral/fact-check-this-video-of-the-crowd-pelting-stones-is-from-bathinda-not-jalandhar/,"Fact Check: ਪੱਥਰਬਾਜ਼ੀ ਕਰਦੀ ਭੀੜ ਦਾ ਇਹ ਵੀਡੀਓ ਬਠਿੰਡਾ ਦਾ ਹੈ, ਜਲੰਧਰ ਦਾ ਨਹੀਂ",https://www.facebook.com/AapKiAwaazOfficial/videos/228395709873710,Aap Ki Awaaz,ਜਲੰਧਰ ਵਿੱਚ ਆਮ ਆਦਮੀ ਪਾਰਟੀ ਵਾਲੇ ਵੋਟਾਂ ਮੰਗਣ ਲਈ ਗਏ ਸੀ ਅਤੇ ਲੋਕਾਂ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਛਿੱਤਰ ਮਾਰ ਕੇ ਭਜਾ ਦਿੱਤਾ।,AAP Party,Bhagwant Mann,Hindi,
5th Oct 2023,https://www.vishvasnews.com/punjabi/viral/fact-check-this-video-of-the-home-guard-fighting-with-the-woman-in-the-bus-is-not-from-punjab-but-from-delhi/,"Fact Check: ਬੱਸ ‘ਚ ਔਰਤ ਨਾਲ ਲੜ ਰਹੇ ਹੋਮਗਾਰਡ ਦਾ ਇਹ ਵੀਡੀਓ ਪੰਜਾਬ ਨਹੀਂ, ਦਿੱਲੀ ਦਾ ਹੈ",https://www.facebook.com/watch/?v=1548555625949951&t=0,FB User- Gursewak mour,ਆਹ ਵੇਖ ਲਵੋ ਕੀ ਹੋ ਰਿਹਾ punjab,AAP Party,No,Hindi,
11th Aug 2023,https://www.vishvasnews.com/scam/fact-check-bank-of-baroda-fake-message-viral-with-phishing-link/,"Fact Check: बैंक ऑफ बड़ौदा के नाम से फिशिंग लिंक हो रहा शेयर, एक्‍सपर्ट ने दी क्लिक नहीं करने की सलाह",https://www.facebook.com/groups/918717625205494/posts/1608920022851914/,FB User- बृजेश यादव,बैंक ऑफ बड़ौदा सरकारी सब्सिडी दे रहा है।,Bank Of Baroda,-------------,Hindi,
11th Aug 2023,https://www.vishvasnews.com/scam/fact-check-bank-of-baroda-fake-message-viral-with-phishing-link/,"Fact Check: बैंक ऑफ बड़ौदा के नाम से फिशिंग लिंक हो रहा शेयर, एक्‍सपर्ट ने दी क्लिक नहीं करने की सलाह",https://www.facebook.com/groups/918717625205494/posts/1608920022851914/,FB User- बृजेश यादव,बैंक ऑफ बड़ौदा सरकारी सब्सिडी दे रहा है।,Bank Of Baroda,NA,Hindi,
18th Aug 2023,https://www.vishvasnews.com/scam/fact-check-fake-post-about-joining-bjp-went-viral-on-social-media/,Fact Check : बीजेपी के साथ जुड़ने को लेकर सोशल मीडिया पर वायरल हुई फेक पोस्ट,https://www.facebook.com/photo/?fbid=746228777275885&set=gm.6380205775430378&idorvanity=6037663489684610,फेसबुक यूजर जीतेन्द्र सागर,शिवराज सिंह चौहन को हर जिले से 20 लोगों की आवश्यकता है।,Join BJP,BJP,Hindi,
8th Sep 2023,https://www.vishvasnews.com/scam/fact-check-free-pm-sewing-machine-scheme-false-viral-post/,Fact Check : पीएम सिलाई मशीन योजना के नाम से फर्जी पोस्ट हुई वायरल,https://www.facebook.com/permalink.php?story_fbid=pfbid0cMxt2CxPxKqqn6hn1PNnszHBAcRpewL3wWdtqgqwz5qdHmmJD8iVrXSMjNkYs3QRl&id=100089267652520,फेसबुक यूजर रॉयल3119,केंद्र सरकार ने पीएम सिलाई मशीन योजना के नाम से एक नई स्कीम लॉन्च की है।,PM Sewing Machine Scheme,PM Modi,Hindi,
22nd Aug 2023,https://www.vishvasnews.com/scam/fact-check-the-viral-claim-that-money-is-being-sent-to-the-account-in-the-name-of-bageshwar-dham-is-fake-do-not-click-on-unverified-links/,"Fact Check: बागेश्वर धाम के नाम पर खाते में पैसे भेजे जाने वाला वायरल दावा फर्जी है, अनवेरिफाइड लिंक पर न करें क्लिक",https://www.facebook.com/permalink.php?story_fbid=pfbid0Sp3KRsEAxGfneoV2kAB4FV262NdMe4HviU9qYSBZJGjdG5pnh9f2sNFFvLy8xgrvl&id=281957820266321,फेसबुक यूजर “Bageshwar dham,"बागेश्वर धाम की तरफ से सबके खाते में ₹1,999 मुफ्त","बागेश्वर धाम की तरफ से सबके खाते में ₹1,999 मुफ्त",Bageshwar Dham,Hindi,
11th Aug 2023,https://www.vishvasnews.com/scam/fact-check-viral-advertisement-of-packing-job-in-the-name-of-tata-tea-is-fake-do-not-share-personal-information/,"Fact Check : ‘टाटा टी’ के नाम पर वायरल हो रही पैकिंग जॉब का विज्ञापन फर्जी , निजी जानकारी न करें शेयर",https://www.facebook.com/photo/?fbid=2610530109111157&set=gm.1116668912531031&idorvanity=666580990873161,फेसबुक यूजर बाबा गुरजंट सिंह,टाटा टी’ दे रही पैकिंग की जॉब।,Packing job in tata tea,tata tea,Hindi,
18th Sep 2023,https://www.vishvasnews.com/scam/viral-post-claiming-after-g20-summit-2023-in-delhi-india-post-or-tata-motors-are-giving-gifts-to-user/,"Fact Check : G-20 के खत्म होने पर इंडिया पोस्ट या टाटा मोटर्स नहीं दे रहे हैं गिफ्ट्स, वायरल लिंक फर्जी",https://www.facebook.com/biswajitrajapanda/posts/3409924572601599,फेसबुक यूजर ‘बिस्वाजीत पांडा’,जी20 के सफल होने पर इंडिया पोस्ट की ओर से गिफ्ट्स।,G20,India Post,Hindi,
5th Jun 2023,https://www.vishvasnews.com/society/fact-check-6-year-old-hate-crime-picture-now-viral-with-fake-claim-of-love-jihad/,Fact Check : 6 साल पुराने हेट क्राइम की तस्‍वीर अब लव जिहाद के फर्जी दावे के साथ वायरल,https://www.facebook.com/photo?fbid=1325637181709777&set=a.151905212416319,Facebook User विक्रम प्रताप सिंह चौहान,लव जिहाद का मामला,Love Jihad,Love Jihad,Hindi,
2nd Jun 2023,https://www.vishvasnews.com/society/fact-check-air-india-concession-for-senior-citizens-is-25-of-basic-fare/,"Fact Check: एयर इंडिया वरिष्‍ठ नागरिकों को बेसिक किराये में 25 फीसदी छूट देता है, वायरल दावा भ्रामक",https://www.facebook.com/permalink.php?story_fbid=pfbid0EEueGhAzKrKgFSi1uqmzTrfwuaMRnnuiUJuSoqnvUcMTpQy5B4i3PBXpwR1mTevpl&id=100008389384859,FB User- Sunil Dhar,एयर इंडिया 60 साल से अधिक उम्र के नागरिकों को घरेलू फ्लाइट के टिकट में किराये में आधे मूल्‍य की छूट देता है।,Air India Concession to senior Citizen,Sameek Bhattacharya,Hindi,
2nd Jun 2023,https://www.vishvasnews.com/society/fact-check-air-india-concession-for-senior-citizens-is-25-of-basic-fare/,"Fact Check: एयर इंडिया वरिष्‍ठ नागरिकों को बेसिक किराये में 25 फीसदी छूट देता है, वायरल दावा भ्रामक",https://www.facebook.com/permalink.php?story_fbid=pfbid0EEueGhAzKrKgFSi1uqmzTrfwuaMRnnuiUJuSoqnvUcMTpQy5B4i3PBXpwR1mTevpl&id=100008389384859,FB User- Sunil Dhar,एयर इंडिया 60 साल से अधिक उम्र के नागरिकों को घरेलू फ्लाइट के टिकट में किराये में आधे मूल्‍य की छूट देता है।,Air India,NA,Hindi,
21st Jul 2023,https://www.vishvasnews.com/society/fact-check-ayodhya-girls-suicide-case-viral-with-false-claim/,Fact Check: अयोध्या में युवती की खुदकुशी का मामला गलत दावे के साथ वायरल,https://twitter.com/cibnews__/status/1680768279416303617,"ट्विटर यूजर 'ताज़ा तमाचा @cibnews__ ‘ ने 17 जुलाई को एक वीडियो को पोस्‍ट करते हुए दावा किया, “अयोध्या के लुत्फाबाद बिछौली स्थित योगी वीर बाबा के मंदिर के द्वार पर एक युवती का शव संदिग्ध हालत में फंदे से लटका हुआ मिला। बताया जा रहा है लड़की के साथ रेप करके मंदिर के गेट पर लटका दिया गया फंदे से। ये सब चल क्या रहा है?”",लड़की के साथ रेप करकर मंदिर के गेट पर लटका दिया गया फंदे से।,Rape,Rape,Hindi,
19th Sep 2023,https://www.vishvasnews.com/society/fact-check-ballia-former-dm-2019-statement-video-went-on-bsp-leaders-car-and-shoes-viral-again-as-recent/,Fact Check : बलिया के पूर्व डीएम का विवादित बयान हालिया संदर्भ में भ्रामक दावे के साथ वायरल,https://www.facebook.com/photo/?fbid=284752337665299&set=a.111884014952133,फेसबुक यूजर मीमर गौतम जी,बलिया के डीएम ने कहा है कि 30 लाख की गाड़ी में चलने वाले 10000 का जूता पहनने वाले दलित कैसे हो सकते है,ballia dm statement on dalits,ballia dm,Hindi,
12th Jun 2023,https://www.vishvasnews.com/society/fact-check-central-government-has-not-started-free-scooty-scheme-fake-link-went-viral/,"Fact Check : केंद्र सरकार ने नहीं शुरू की मुफ्त स्कूटी योजना, फर्जी लिंक हुआ वायरल",n/a,Vivek V Gopal,केंद्र सरकार ने शुरू की मुफ्त स्कूटी योजना।,scooty scheme,BJP goverment,Hindi,
28th Jul 2023,https://www.vishvasnews.com/society/fact-check-claim-of-lawyer-seema-kushwahas-name-being-included-in-the-list-of-worlds-most-talented-women-is-misleading/,Fact Check: विश्व के प्रतिभावान महिला की लिस्ट में वकील सीमा कुशवाहा का नाम शामिल होने का दावा भ्रामक,https://www.facebook.com/groups/578270529920615/posts/971944983886499,FB Group: जय सम्राट अशोक महान,सुप्रीम कोर्ट की वरिष्ठ वकील सीमा समृद्धि कुशवाहा जी को विश्व की 6वीं सबसे प्रतिभावान महिला की लिस्ट में शामिल,Lawyer seema khushwaha in worlds top list,Lawyer Seema Kushwaha,Hindi,
6th Jul 2023,https://www.vishvasnews.com/society/fact-check-coimbatore-biryani-jihadi-fake-post-viral-again/,"Fact Check: कोयंबटूर में दवा मिली बिरयानी खिलाने का दावा फर्जी, पोस्‍ट करने वाले ट्विटर यूजर्स पर केस दर्ज",https://www.facebook.com/ddipl214/posts/pfbid02pZpwLvWuh7X1Tvj9ETWKKWuaKnKDQHUWoUJXDhQaiifYAPkFs6zUoYeZCvCbCMkEl,FB User- Raj Kumar Garg,"कोयंबटूर में पुलिस ने कुछ ऐसे लोगों को पकड़ा है, जो रेस्‍टोरेंट में बिरयानी में दवा मिलाकर हिंदू ग्राहकों को देते हैं, जिससे वे नपुंसक हो जाएं और मुस्लिमों को बिना दवा वाली बिरयानी परोसी जाती थी।",Biryani Jihad,Rehman Bismillah,Hindi,
6th Jul 2023,https://www.vishvasnews.com/society/fact-check-coimbatore-biryani-jihadi-fake-post-viral-again/,"Fact Check: कोयंबटूर में दवा मिली बिरयानी खिलाने का दावा फर्जी, पोस्‍ट करने वाले ट्विटर यूजर्स पर केस दर्ज",https://www.facebook.com/ddipl214/posts/pfbid02pZpwLvWuh7X1Tvj9ETWKKWuaKnKDQHUWoUJXDhQaiifYAPkFs6zUoYeZCvCbCMkEl,FB User- Raj Kumar Garg,"कोयंबटूर में पुलिस ने कुछ ऐसे लोगों को पकड़ा है, जो रेस्‍टोरेंट में बिरयानी में दवा मिलाकर हिंदू ग्राहकों को देते हैं, जिससे वे नपुंसक हो जाएं और मुस्लिमों को बिना दवा वाली बिरयानी परोसी जाती थी।",Biryani Jihad,NA,Hindi,
21st Sep 2023,https://www.vishvasnews.com/society/fact-check-colonel-navjot-singh-bal-passed-away-in-2020-old-photo-is-being-shared-with-misleading-claims/,"Fact Check: कर्नल नवजोत सिंह बल का 2020 में ही हो चुका है निधन, पुरानी फोटो भ्रामक दावे के साथ हो रही शेयर",https://www.facebook.com/photo?fbid=24753378947582560&set=a.639512016062590,FB User (Girls Diary,"फेसबुक यूजर गर्ल डायरी (Girls Diary) (आर्काइव लिंक) ने 20 सितम्बर को कोलाज शेयर करते हुए लिखा,",na,na,Hindi,
30th May 2023,https://www.vishvasnews.com/society/fact-check-confusion-is-being-spread-among-the-people-by-giving-communal-color-to-the-video-of-a-play-of-a-college-in-up/,Fact Check : यूपी के एक कॉलेज में प्ले के वीडियो को सांप्रदायिक रंग देकर फैलाया जा रहा भ्रम,https://www.facebook.com/100031963792315/videos/1608702882960850,फेसबुक यूजर ‘आशीष चंद्रगुप्त’,बागपत के एक स्कूल में नमाज पढ़ाना सिखाया जा रहा है।,Namaz,hosiyari devi inter college,Hindi,
7th Sep 2023,https://www.vishvasnews.com/society/fact-check-delhi-g20-restrictions-2023-imposed-in-news-delhi-and-ndmc-area-only/,"Fact Check: G20 के कारण पूरे दिल्‍ली में लॉकडाउन का भ्रामक दावा वायरल, सिर्फ नई दिल्‍ली जिले में रहेंगे कुछ प्रतिबंध",https://www.facebook.com/reel/1235935867099060,FB User- तुषार एस बिष्ट,G20 के कारण दिल्ली में तीन दिन का लॉकडाउन लगेगा।,Lockdown due to G20,-----------,Hindi,
7th Sep 2023,https://www.vishvasnews.com/society/fact-check-delhi-g20-restrictions-2023-imposed-in-news-delhi-and-ndmc-area-only/,"Fact Check: G20 के कारण पूरे दिल्‍ली में लॉकडाउन का भ्रामक दावा वायरल, सिर्फ नई दिल्‍ली जिले में रहेंगे कुछ प्रतिबंध",https://www.facebook.com/reel/1235935867099060,FB User- तुषार एस बिष्ट,G20 के कारण दिल्ली में तीन दिन का लॉकडाउन लगेगा।,G20 in Delhi,NA,Hindi,
14th Sep 2023,https://www.vishvasnews.com/society/fact-check-election-commission-not-order-350-rupees-deduct-for-not-voting/,Fact Check: वोट नहीं देने पर बैंक अकाउंट से 350 रुपये कटने का फर्जी दावा फिर से वायरल,https://www.facebook.com/EVM.BAN.INDIA/posts/pfbid02ZbD57dRT3KwK2G45JYqehx6D7g8h6osSnaVQs1DmjgukBrNTBcWf8x2tUrBmaCx7l,FB User- EVM हटाओ लोकतंत्र बचाओ,अगर वोट नहीं दिया तो बैंक अकाउंट से 350 रुपये कट जाएंगे।,Voting,------------------,Hindi,
14th Sep 2023,https://www.vishvasnews.com/society/fact-check-election-commission-not-order-350-rupees-deduct-for-not-voting/,Fact Check: वोट नहीं देने पर बैंक अकाउंट से 350 रुपये कटने का फर्जी दावा फिर से वायरल,https://www.facebook.com/EVM.BAN.INDIA/posts/pfbid02ZbD57dRT3KwK2G45JYqehx6D7g8h6osSnaVQs1DmjgukBrNTBcWf8x2tUrBmaCx7l,FB User- EVM हटाओ लोकतंत्र बचाओ,अगर वोट नहीं दिया तो बैंक अकाउंट से 350 रुपये कट जाएंगे।,Voting,NA,Hindi,
12th Jun 2023,https://www.vishvasnews.com/society/fact-check-fake-post-about-tiku-talsanias-religion-goes-viral-again/,Fact Check: टीकू तलसानिया के धर्म को लेकर फिर फेक पोस्ट हुई वायरल,https://www.facebook.com/reel/799371948234242,Facebook User Mohammad Juned Ansari,टीकू तलसानिया ने इस्लाम कबूल किया,Tiku Talsania,Tiku Talsania,Hindi,
5th Sep 2023,https://www.vishvasnews.com/society/fact-check-false-image-viral-with-communal-angle-jai-bholenath-was-written-on-the-forehead-of-a-muslim-youth-by-his-own-community/,"Fact Check : मुस्लिम युवक के माथे पर उसके समुदाय के युवक ने ही लिखा था ‘जय भोलेनाथ’, झूठा सांप्रदायिक दावा वायरल",https://www.facebook.com/ramgupta03/videos/1484843652273348/,फेसबुक यूजर मयंक राज,एक मुस्लिम युवक के माथे पर हिंदू ने लिखा जय भोलेनाथ,Against Hindu Dharma,NA,Hindi,
13th Oct 2023,https://www.vishvasnews.com/society/fact-check-false-message-of-not-buying-chinese-products-goes-viral-again-in-name-of-home-ministry-ahead-of-diwali/,Fact Check: दिवाली से पहले गृह मंत्रालय के नाम से फिर वायरल हुआ चीनी प्रोडक्ट्स को नहीं खरीदने का फर्जी मैसेज,https://www.facebook.com/permalink.php?story_fbid=pfbid027VgYo2VpWgV4jpmQNzQP2n5YXSYMJRSXuQE7Xzm5GVmJajsfSqqQ6Ys5pXyiAvrpl&id=100062652904332,FB User- पंकज जैन,गृह मंत्रालय ने चीनी पटाखे और सजावटी लाइट्स नहीं खरीदने का मैसेज जारी किया।,Home Ministry,Amit Shah,Hindi,
13th Oct 2023,https://www.vishvasnews.com/society/fact-check-false-message-of-not-buying-chinese-products-goes-viral-again-in-name-of-home-ministry-ahead-of-diwali/,Fact Check: दिवाली से पहले गृह मंत्रालय के नाम से फिर वायरल हुआ चीनी प्रोडक्ट्स को नहीं खरीदने का फर्जी मैसेज,https://www.facebook.com/permalink.php?story_fbid=pfbid027VgYo2VpWgV4jpmQNzQP2n5YXSYMJRSXuQE7Xzm5GVmJajsfSqqQ6Ys5pXyiAvrpl&id=100062652904332,FB User- पंकज जैन,गृह मंत्रालय ने चीनी पटाखे और सजावटी लाइट्स नहीं खरीदने का मैसेज जारी किया।,Home Ministry,NA,Hindi,
6th Jun 2023,https://www.vishvasnews.com/society/fact-check-india-railway-is-not-changing-10-rules-including-tatkal-refund-from-1-july/,Fact Check: भारतीय रेलवे के 1 जुलाई से 10 नियम बदलने वाला दावा गलत,https://www.facebook.com/Atapi97/posts/pfbid0u44MCTit1G9X9mHC7Utr39ZBDyrM7gfhdCvQcBqrbpVAbf59vP42ps16p5x5pqU6l,FB User- Atapi & Rahul Vlogs,1 जुलाई से रेलवे के 10 नियम बदल जाएंगे।,Indian Railway Rules,--------,Hindi,
6th Jun 2023,https://www.vishvasnews.com/society/fact-check-india-railway-is-not-changing-10-rules-including-tatkal-refund-from-1-july/,Fact Check: भारतीय रेलवे के 1 जुलाई से 10 नियम बदलने वाला दावा गलत,https://www.facebook.com/Atapi97/posts/pfbid0u44MCTit1G9X9mHC7Utr39ZBDyrM7gfhdCvQcBqrbpVAbf59vP42ps16p5x5pqU6l,FB User- Atapi & Rahul Vlogs,1 जुलाई से रेलवे के 10 नियम बदल जाएंगे।,NA,NA,Hindi,
23rd May 2023,https://www.vishvasnews.com/society/fact-check-infosys-foundation-is-no-longer-a-part-of-prerna-ngo-viral-post-misleading/,"Fact Check : प्रेरणा एनजीओ अब नहीं है इन्फोसिस फाउंडेशन का हिस्सा, वायरल पोस्ट भ्रामक",https://www.facebook.com/balkishan.sharma.71/posts/pfbid02t8KJP7nHWEPMbZp4gfHYRJ7ydD6peUJGvZX63VG8T2eR3xZ7VE8ykvXjKUS1zsVFl,फेसबुक यूजर ‘बाल किशन शर्मा’,प्रेरणा एनजीओ और इन्फोसिस फाउंडेशन मिल कर गरीब छात्रों की मदद कर रहे हैं।,Student Help,Infosys foundation,Hindi,
19th Aug 2023,https://www.vishvasnews.com/society/fact-check-italian-plane-stunt-video-shared-as-indian-independence-day-celebrations/,Fact Check: इटली के प्लेन स्टंट वीडियो को 2023 के भारतीय स्वतंत्रता दिवस समारोह का बताकर किया जा रहा है वायरल,https://www.facebook.com/100006208094994/videos/615726063882826/?mibextid=HSR2mg,Facebook User San Sebastian,Indian Air Force Independence Day Special,Indian Air Force Independence Day Special,I Day,Hindi,
